"Betweenness unDir","Degree unDir","name","selected","shared name"
"135.0258129724255","64.0","AtpA","false","AtpA"
"6.350082052742071","21.0","mhp009","false","mhp009"
"8.67268432400441","25.0","gap","false","gap"
"0.2203309692671395","36.0","atpB","false","atpB"
"15.483178590225323","53.0","atpE","false","atpE"
"7.092757282468452","53.0","atpF","false","atpF"
"30.367812444082777","62.0","atpH","false","atpH"
"135.0258129724255","64.0","atpA","false","atpA"
"28.121280155037155","58.0","atpG","false","atpG"
"28.05550687098107","55.0","atpD","false","atpD"
"65.25835543039388","78.0","rpsB","false","rpsB"
"113.72024769566691","78.0","tsf","false","tsf"
"240.24869215261552","70.0","dnaK","false","dnaK"
"167.41645073637068","88.0","fusA","false","fusA"
"63.654957156462615","77.0","rpsG","false","rpsG"
"40.28162497015184","72.0","rpsL","false","rpsL"
"19.747791053404654","66.0","rpsP","false","rpsP"
"24.146673645828407","36.0","eno","false","eno"
"26.39850228434899","24.0","glyA","false","glyA"
"32.37709593133354","33.0","ftsH","false","ftsH"
"71.44045156991554","76.0","rps10","false","rps10"
"82.83638471150988","81.0","rpl3","false","rpl3"
"97.48647578152732","83.0","rpl4","false","rpl4"
"45.18769105579372","74.0","rpl23","false","rpl23"
"45.82798426881965","75.0","rpl2","false","rpl2"
"35.51162157749748","70.0","rps19","false","rps19"
"40.8140124981221","73.0","rpl22","false","rpl22"
"75.05764565701915","75.0","rps3","false","rps3"
"69.32316745119982","75.0","rpl16","false","rpl16"
"36.5493448112239","66.0","rpl29","false","rpl29"
"26.621269592292556","71.0","rps17","false","rps17"
"22.607920442308686","69.0","rpl14","false","rpl14"
"71.64896986449946","74.0","rpl24","false","rpl24"
"37.39424002713478","72.0","rpl5","false","rpl5"
"16.30646334215944","66.0","rps14","false","rps14"
"31.00013638979048","71.0","rps8","false","rps8"
"46.996717805935724","75.0","rpl6","false","rpl6"
"40.21174307160165","72.0","rpl18","false","rpl18"
"208.75711635558116","82.0","rps5","false","rps5"
"50.833693505141774","77.0","rpl15","false","rpl15"
"14.482823550885378","62.0","secY","false","secY"
"30.034611624995694","71.0","rps13","false","rps13"
"48.42990589532597","76.0","rps11","false","rps11"
"45.67449520766768","74.0","rpl17","false","rpl17"
"86.34999669540613","64.0","prfA","false","prfA"
"59.46814438766308","73.0","rpl21","false","rpl21"
"13.888794697618245","63.0","rpl28","false","rpl28"
"42.592525350438905","69.0","rps15","false","rps15"
"22.53627557354742","20.0","nox","false","nox"
"6.493377441818138","60.0","rps18","false","rps18"
"63.78207930919648","54.0","mhp306","false","mhp306"
"72.65695442818362","68.0","rpsF","false","rpsF"
"10.465716920789331","20.0","mhp324","false","mhp324"
"23.714122597827785","30.0","metG","false","metG"
"46.90066497198248","73.0","rplA","false","rplA"
"77.51220991784241","78.0","rplK","false","rplK"
"28.05550687098107","55.0","AtpD","false","AtpD"
"10.180718173454734","22.0","mhp586","false","mhp586"
"24.792914777057227","45.0","yx1","false","yx1"
"60.539611369053574","64.0","frr","false","frr"
"0.22727272727272724","5.0","mhp526","false","mhp526"
"64.98360134801764","74.0","rpsI","false","rpsI"
"0.3666666666666667","5.0","upp","false","upp"
"251.23305270248733","81.0","rpsD","false","rpsD"
"239.4914386137598","87.0","tuf","false","tuf"
"64.52932091738288","43.0","grpE","false","grpE"
"33.260950303357454","53.0","map","false","map"
"29.593616179458916","48.0","glpK","false","glpK"
"21.0416076162021","57.0","rnc","false","rnc"
"17.812567865536924","62.0","rpl27","false","rpl27"
"41.14641488680906","70.0","rplL","false","rplL"
"40.1369975081172","41.0","dnaJ","false","dnaJ"
"3.8990821557981294","56.0","rpl35","false","rpl35"
"9.2492072793386","60.0","rplS","false","rplS"
"83.74047742541163","73.0","infB","false","infB"
"7.81651256271081","53.0","rpmE","false","rpmE"
"26.25767485432446","45.0","mhp555","false","mhp555"
"26.25767485432446","45.0","mhp254","false","mhp254"
"329.5228290873967","50.0","lon","false","lon"
"14.089723775105744","21.0","clpB","false","clpB"
"6.240122315630307","16.0","gidA","false","gidA"
"21.895214150890492","44.0","truB","false","truB"
"4.722912308894551","15.0","cysS","false","cysS"
"11.324832547783362","22.0","ileS","false","ileS"
"32.89893971801178","38.0","tyrS","false","tyrS"
"58.774052294630316","61.0","infC","false","infC"
"39.7997478089748","42.0","leuS","false","leuS"
"23.387264419195716","25.0","thdF","false","thdF"
"15.924534096550945","44.0","mhp294","false","mhp294"
"10.56173296506632","37.0","rnr","false","rnr"
"0.3154510218463707","7.0","mhp119","false","mhp119"
"0.3154510218463707","7.0","dnaX","false","dnaX"
"0.8314865689865691","9.0","metK","false","metK"
"39.9809962002618","35.0","secA","false","secA"
"13.160745139234285","29.0","era","false","era"
"0.7064854945161346","9.0","mhp228","false","mhp228"
"0.11689291101055807","50.0","rpsT","false","rpsT"
"9.274934712056275","58.0","rpl20","false","rpl20"
"21.88320442265935","51.0","mhp434","false","mhp434"
"0.0","3.0","mhp234","false","mhp234"
"0.5981613214371836","6.0","mhp674","false","mhp674"
